uid	Gender	Age	Qualification	Nationality	BornIn	ParentsBornIn	Income	EMP1	EMP2	EMP3	EMP4	EMP5	EMP6	EMP7	EMP8	BIG1	BIG2	BIG3	BIG4	BIG5	BIG6	BIG7	BIG8	BIG9	BIG10	IPO1	IPO2	IPO3	IPO4	IPO5	IPO6	IPO7	IPO8	IPO9	IPO10	IPO11	IPO12	EMO1	EMO2	EMO3	EMO4	EMO5	EMO6	EMO7	EMO8	EMO9	EMO10	EMO11	EMO12	EMO13	EMO14	MED1	MED2	MED3	MED4	MED5	MED6	MED7	MED8	MED9	PPA1	PPA2	PPA3	PPA4	PPA5	PPA6	PPA7	PPA8	PPO1	PPO2	PPO3	PPO4	PPO5	PPO6	Republican	Democrat	POL1	POL2	POL3	POL4	POL5	POL6	POL7	POL8	POL9	PRO1	PRO2	PRO3	PRO4	PRO5
U1996	1	68	4	0	0	0	3	2	5	4	6	5	3	5	6	2	2	7	1	4	7	6	1	6	5	3	5	3	4	3	4	4	4	4	5	3	4	1	2	2	5	1	1	1	6	6	4	3	5	4	4	1	6	2	1	1	1	1	1	1	1	2	2	1	1	2	2	2	5	6	6	6	5	5	99	0	7	3	3	4	3	2	3	3	3	5	4	0.0	1	2
U1998	0	80	4	0	0	0	5	4	7	7	5	4	4	4	6	5	2	7	1	2	7	4	1	7	2	7	1	4	5	7	3	1	6	1	7	1	7	1	1	1	4	1	1	1	3	7	2	5	7	4	1	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	4	3	2	0	100	3	2	2	3	2	2	2	2	2	7	7	50.0	1	4
U1999	0	72	2	0	0	0	2	2	3	4	3	5	3	2	5	3	5	6	6	2	3	4	3	3	4	1	7	2	7	3	5	5	1	7	2	4	4	6	5	6	4	6	1	1	2	2	1	1	2	2	2	1	6	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	6	6	2	6	90	10	10	6	5	5	3	3	5	4	6	1	1	0.0	1	1
U2002	0	68	5	0	0	0	4	7	7	7	7	6	6	7	7	5	1	7	1	7	5	7	2	6	1	5	1	4	1	7	1	1	7	1	7	1	7	5	1	1	4	1	1	1	4	7	5	4	5	6	4	7	7	7	1	1	1	1	1	7	2	3	2	2	4	2	2	4	7	7	7	7	7	7	0	100	1	7	7	7	7	7	7	7	7	7	7	10.0	3	3
U2005	0	74	4	0	0	0	2	5	5	5	5	5	5	5	5	5	1	5	1	5	2	5	1	6	1	2	6	2	6	2	2	6	2	2	2	2	2	5	2	5	2	3	2	2	2	2	2	2	2	2	2	2	6	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	5	5	5	5	4	5	100	0	11	6	6	6	3	4	6	6	6	2	2	0.0	2	2
U2006	1	62	1	0	0	0	2	7	6	6	6	6	6	6	7	5	4	5	7	6	6	6	4	3	3	4	4	4	4	5	4	4	4	3	3	3	6	4	4	4	4	4	4	4	4	4	4	4	4	2	4	2	7	2	4	1	1	1	1	1	1	3	1	5	1	1	4	1	6	6	6	6	6	6	19	83	5	6	6	6	2	2	5	6	6	4	4	0.0	1	3
U2008	1	55	5	0	0	3	5	7	7	7	7	7	7	7	7	6	1	5	5	3	3	7	5	5	3	1	7	1	2	2	3	2	2	7	4	2	4	4	2	2	6	2	2	2	7	3	3	1	2	5	4	7	7	7	1	1	1	1	1	1	3	5	2	3	4	3	2	3	6	5	7	6	5	6	55	51	7	6	6	6	7	6	7	6	7	2	1	0.0	1	1
U2011	1	60	1	0	0	0	0	6	7	7	6	7	7	6	4	4	2	7	2	2	6	5	1	6	2	1	7	1	7	1	7	7	1	7	1	7	1	7	7	1	7	7	1	1	1	1	1	1	1	1	1	4	7	2	1	1	1	1	1	1	7	1	1	1	1	1	1	1	6	6	4	4	7	7	87	5	10	5	4	6	2	1	6	1	6	1	1	0.0	1	1
U2012	0	58	6	0	0	0	6	5	6	6	6	5	5	6	6	3	2	6	2	5	6	5	2	6	3	2	6	2	6	6	2	6	5	3	5	2	6	3	2	2	2	2	2	2	5	5	3	2	5	2	3	7	7	4	7	1	1	1	7	1	2	3	5	2	2	2	2	2	6	6	6	6	6	6	100	0	10	6	6	6	6	4	5	5	5	5	5	20.0	2	2
U2014	1	22	3	1	1	3	0	3	1	3	2	4	5	4	1	1	5	1	2	1	4	6	1	3	2	4	1	3	3	4	5	4	3	3	4	4	4	1	1	3	1	3	3	3	1	2	2	3	1	1	1	1	1	1	1	3	4	3	3	2	4	6	4	3	4	4	4	4	3	3	3	3	3	2	67	100	11	2	4	4	3	4	3	3	3	4	3	8.0	3	4
U2015	1	62	1	0	1	3	2	1	7	7	7	5	3	7	7	4	1	6	5	7	7	6	7	7	3	2	1	1	1	4	4	3	4	4	4	4	4	1	4	2	1	1	1	1	1	6	3	3	7	1	1	1	2	1	7	1	5	2	1	1	4	3	3	3	5	2	2	2	7	4	1	4	3	4	0	100	6	1	2	2	2	1	2	1	2	7	6	20.0	1	1
U2016	0	23	3	0	0	0	4	5	7	7	7	6	4	7	7	5	6	7	6	6	3	5	1	5	3	4	4	5	4	4	4	4	4	4	4	3	4	3	4	3	6	1	5	4	3	4	5	3	6	1	6	1	4	1	5	1	4	1	1	2	4	5	4	4	4	4	4	5	3	4	4	4	4	4	100	0	6	1	1	5	1	1	1	1	4	4	4	0.0	3	3
U2017	1	57	3	0	0	0	0	7	7	6	6	5	6	7	7	5	6	4	6	5	2	4	5	2	3	2	7	4	7	1	7	7	1	7	1	7	1	7	7	7	1	7	1	7	7	1	1	1	1	1	1	4	7	1	4	1	5	1	2	2	7	7	7	7	7	5	5	1	7	7	4	6	7	6	100	1	10	5	6	6	4	6	6	6	6	1	1	0.0	1	1
U2018	1	19	1	0	0	0	1	4	3	5	4	3	4	4	4	4	4	5	4	4	5	4	3	4	4	4	3	4	5	4	4	4	4	3	3	3	4	3	2	1	1	1	2	1	3	3	2	1	2	3	3	3	3	4	5	6	6	5	4	4	3	2	4	6	4	3	5	3	6	4	2	2	6	4	50	50	5	4	4	3	4	4	4	4	4	5	6	1.0	3	4
U2020	1	20	1	0	0	0	0	7	7	7	7	7	6	7	7	3	3	6	4	4	7	7	1	3	6	6	2	7	3	6	2	6	6	1	6	3	6	1	6	1	6	1	1	1	3	6	7	7	7	7	7	5	7	7	3	2	7	4	5	3	6	6	6	6	6	6	6	6	6	6	6	2	6	1	30	90	6	3	4	6	6	2	4	6	7	7	7	5.0	6	4
U2022	1	20	1	0	0	0	2	4	4	5	5	6	5	6	6	4	2	4	6	3	3	5	5	3	2	5	5	4	3	6	4	2	4	4	6	3	5	5	3	3	6	2	4	6	4	3	4	2	5	6	5	6	5	3	4	5	6	6	5	4	5	4	5	2	3	4	4	3	4	5	4	5	3	2	34	67	7	6	2	4	5	3	2	3	5	2	3	25.0	3	2
U2023	1	63	4	0	0	0	1	5	7	7	6	3	6	6	6	5	3	5	5	6	4	7	2	3	4	1	7	1	4	4	4	6	4	4	4	6	3	4	5	4	6	4	4	4	5	5	4	4	3	2	4	1	6	1	1	1	1	1	1	2	4	4	2	4	1	4	2	4	6	6	5	4	5	5	100	49	9	2	2	2	1	2	3	2	4	6	5	25.0	1	2
U2027	1	57	1	0	0	4	0	4	7	7	7	7	4	7	7	7	4	4	4	3	7	7	7	6	5	3	3	3	3	3	1	1	3	3	3	1	3	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	100	50	6	4	1	4	1	3	3	3	3	6	6	10.0	1	1
U2028	1	26	5	0	0	0	3	5	7	5	6	5	5	4	4	5	4	5	5	3	5	3	4	5	4	5	5	4	4	4	4	6	5	5	4	5	6	6	5	4	5	5	5	5	5	5	6	6	5	5	4	5	4	5	4	6	6	4	3	3	6	4	5	7	4	6	6	4	6	5	6	4	5	7	0	100	6	3	5	5	6	5	7	4	5	7	4	56.0	5	7
U2030	1	50	6	0	0	0	6	5	6	7	5	6	5	6	6	5	5	7	5	5	5	7	2	6	6	1	7	3	7	7	4	4	3	5	4	4	4	4	2	3	1	3	1	1	3	4	1	1	1	1	1	3	7	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	1	36	6	5	6	5	6	3	5	5	5	3	3	0.0	1	1
U2031	0	63	4	0	0	0	5	3	5	4	4	5	5	4	6	3	2	6	1	5	7	4	2	6	4	1	7	1	7	3	5	6	2	6	3	7	1	7	3	1	4	5	1	1	4	2	1	1	1	1	1	1	2	1	2	1	1	1	2	4	2	1	1	3	1	4	1	1	5	7	5	5	7	6	30	0	9	6	6	6	5	6	6	5	6	1	1	0.0	1	5
U2032	1	22	1	0	0	0	2	6	7	7	6	6	6	7	6	4	3	4	5	7	6	7	2	3	7	7	1	7	1	7	1	1	7	1	7	1	7	1	1	1	3	1	2	1	4	7	7	7	7	7	7	4	4	3	2	6	5	2	5	5	5	4	5	5	3	5	5	5	5	5	5	5	6	5	0	39	1	6	6	7	4	5	7	6	7	5	7	0.0	6	5
U2036	0	20	4	0	0	0	3	3	3	5	5	3	7	7	3	7	5	3	5	4	4	7	4	5	4	3	1	5	6	4	5	6	3	5	6	6	2	7	7	6	6	6	6	7	6	5	4	6	7	6	6	5	2	5	4	5	3	5	4	5	5	4	4	4	5	5	4	4	5	5	3	3	5	4	100	100	6	3	5	4	4	1	5	7	4	6	4	100.0	5	5
U2042	1	18	3	0	0	0	6	6	7	7	6	7	6	7	7	6	3	6	4	6	5	7	4	5	2	4	4	3	4	5	3	3	4	3	4	2	5	5	5	4	6	2	3	2	6	5	3	2	6	6	6	4	4	2	3	5	4	3	5	6	5	4	4	3	5	5	5	4	5	5	4	4	5	4	50	50	5	4	3	4	3	2	2	1	3	5	5	20.0	2	3
U2044	1	73	3	0	0	1	1	2	4	4	4	2	1	3	4	6	3	5	3	4	4	5	1	5	2	2	5	2	4	4	4	5	3	4	4	3	6	4	4	2	2	2	2	1	3	4	3	3	4	2	2	2	3	3	1	1	1	1	1	1	5	3	4	3	2	2	2	3	4	4	4	4	4	4	56	44	7	2	3	3	1	2	3	3	3	5	4	0.0	1	1
U2045	1	77	3	0	0	0	2	4	7	7	7	6	6	7	7	4	2	7	4	5	5	5	4	6	5	2	6	2	6	4	4	6	5	6	3	4	4	4	5	4	7	4	4	4	5	6	4	4	4	4	2	4	7	4	2	1	1	1	1	1	2	3	4	1	2	3	2	3	7	6	7	7	7	7	50	50	6	4	5	5	4	4	5	4	5	7	4	0.0	1	3
U2048	0	71	4	0	0	0	5	4	7	7	6	5	6	6	6	4	3	6	1	5	2	7	2	7	3	2	5	2	7	4	4	4	6	5	6	5	4	4	4	3	3	4	4	3	3	4	3	3	3	4	3	1	6	3	1	1	1	1	1	3	7	7	7	5	7	6	5	6	7	5	7	5	4	7	76	0	10	7	7	7	5	7	7	7	7	5	5	100.0	1	7
U2049	1	80	1	0	0	0	0	4	6	6	6	4	5	4	6	4	4	4	4	4	4	4	5	4	4	1	7	3	6	4	4	5	3	4	3	4	4	2	3	2	3	3	2	2	3	2	3	2	3	3	3	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	4	4	4	4	4	4	51	47	6	2	4	4	2	1	4	4	3	3	3	0.0	1	1
U2050	0	73	4	0	0	1	6	6	7	6	6	6	6	6	6	7	1	7	1	7	7	7	1	7	1	1	6	3	6	5	5	6	5	4	4	5	3	4	4	4	3	2	2	3	3	4	6	3	6	4	6	5	5	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	7	7	7	6	6	6	100	0	6	4	5	5	2	2	4	5	5	2	2	0.0	2	2
U2051	0	91	5	0	0	0	6	4	6	5	5	3	3	3	6	4	4	2	4	3	6	5	3	5	3	1	7	1	7	1	4	7	2	7	3	4	1	4	3	1	1	6	1	1	1	3	1	1	2	1	2	1	7	1	5	1	1	1	6	6	4	7	6	4	1	1	4	2	1	5	7	3	4	1	66	50	1	5	6	7	3	4	7	6	6	1	1	0.0	1	6
U2052	1	71	4	0	0	0	3	4	6	7	6	7	7	6	6	3	1	6	4	6	5	7	1	4	2	3	2	2	4	6	1	1	7	1	7	1	7	1	1	1	4	1	1	1	4	7	5	3	6	4	5	7	7	5	3	1	1	1	1	1	2	4	1	1	1	1	1	1	7	6	7	7	5	6	0	93	3	7	7	7	7	4	6	6	6	7	6	50.0	1	7
U2053	1	62	1	0	0	3	1	5	7	7	7	6	5	7	4	4	1	7	1	4	5	7	1	7	4	4	5	4	4	5	4	4	4	3	5	3	5	1	5	1	2	1	1	1	4	6	6	4	6	6	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	4	5	4	4	4	3	97	6	1	1	1	1	1	1	1	1	4	1	0.0	1	1
U2054	1	65	4	0	0	0	3	6	7	7	6	5	4	7	6	4	3	6	4	6	4	5	1	4	4	3	5	4	2	4	3	6	4	4	4	4	5	5	3	1	2	1	1	1	5	5	4	3	5	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	6	4	6	6	63	24	6	2	2	2	1	2	2	2	2	1	1	0.0	1	1
U2057	0	57	1	0	0	2	4	2	5	4	1	4	3	3	5	2	2	7	1	3	6	4	1	6	5	1	7	1	7	2	2	7	1	7	1	5	1	6	6	5	5	4	1	1	1	1	1	1	1	1	1	5	5	1	1	1	2	1	2	7	1	7	7	1	7	1	1	2	7	7	7	7	5	6	70	0	11	7	7	7	7	7	7	7	7	1	1	0.0	1	1
U2058	0	56	1	0	0	0	2	4	6	6	6	6	3	4	7	1	1	7	1	7	7	7	1	7	4	1	7	1	7	1	1	7	1	1	1	7	1	1	7	1	4	4	1	1	7	7	1	1	1	1	1	1	7	1	1	1	1	1	1	1	7	7	1	1	1	1	1	1	7	7	7	7	7	1	100	50	6	3	5	4	1	4	5	6	5	1	1	0.0	1	1
U2059	1	60	4	0	0	0	5	6	7	6	4	5	5	5	5	2	2	6	2	4	6	5	1	5	3	1	6	1	4	4	4	4	2	4	5	3	1	4	4	4	4	3	1	1	4	4	4	3	3	1	4	1	7	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	5	6	5	5	6	5	64	45	7	3	3	1	6	5	6	4	2	5	1	100.0	1	1
U2060	1	60	3	0	0	0	5	7	7	7	7	7	7	7	7	6	1	7	4	5	5	7	1	5	1	3	6	4	4	3	3	5	4	2	3	2	3	1	3	1	1	3	1	1	4	4	1	1	4	1	1	2	5	1	1	1	3	1	1	1	2	4	2	2	2	2	2	2	6	6	4	4	6	6	95	0	10	2	2	3	2	1	2	3	2	5	2	0.0	1	1
U2062	1	59	3	0	0	0	6	7	7	7	7	7	7	7	7	6	1	7	4	4	2	7	4	5	4	7	1	7	1	7	1	2	7	1	7	1	7	1	1	1	7	1	1	1	7	7	7	7	7	7	7	5	7	1	1	1	1	1	2	1	3	7	7	7	3	2	7	2	7	7	7	7	7	7	0	100	1	7	7	7	5	7	5	4	5	7	7	0.0	1	3
U2063	0	60	3	0	0	0	2	7	7	7	7	7	7	7	7	5	1	6	1	4	7	6	1	7	1	4	4	4	5	4	4	5	6	4	4	4	5	1	1	4	1	1	5	1	1	7	7	7	7	7	5	7	7	1	7	7	1	1	3	1	1	1	1	1	1	3	1	1	3	3	3	3	3	4	0	100	3	5	5	5	5	5	5	5	5	4	4	0.0	1	1
U2064	1	59	2	2	0	0	0	2	7	6	6	6	2	6	6	5	1	6	1	5	5	7	1	6	1	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	2	1	1	1	1	6	6	6	6	6	4	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	48	48	1	1	1	1	1	1	7	1	7	4	4	0.0	4	4
U2066	0	63	3	0	0	0	4	4	6	7	6	5	5	6	6	5	1	5	2	7	5	7	3	5	2	4	1	5	2	6	2	3	6	2	5	1	7	1	2	2	3	1	1	1	5	6	5	3	6	3	5	4	6	5	2	1	1	1	1	2	2	6	2	1	2	5	2	2	4	2	6	3	5	3	22	52	5	5	6	6	6	4	3	4	4	6	5	100.0	1	3
U2067	1	19	3	0	0	0	0	4	2	4	6	7	5	5	6	4	6	4	1	4	6	6	7	4	3	3	3	5	5	1	7	5	3	4	7	7	4	7	5	1	6	7	3	6	7	1	6	6	7	7	6	6	4	2	6	5	3	4	6	1	7	3	6	5	4	3	7	3	3	7	7	4	3	5	100	100	11	7	3	5	3	5	4	7	5	4	7	0.0	4	7
U2068	0	28	1	0	0	4	3	4	4	5	3	6	5	5	5	4	4	4	6	5	5	5	6	5	5	5	5	4	4	6	5	6	5	5	5	5	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	5	5	5	5	5	5	6	5	5	4	7	6	5	6	4	6	5	7	7	6	5	6	89	16	4	5	3	4	5	3	4	4	3	7	5	20.0	7	5
U2070	1	24	3	0	0	3	6	1	7	7	1	4	1	6	6	1	1	1	1	1	1	1	1	1	1	1	7	2	1	3	3	1	1	1	2	1	1	5	1	2	1	3	3	4	4	3	4	2	2	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	100	1	1	1	1	1	1	1	1	1	1	1	0.0	1	1
U2075	0	64	2	0	1	1	0	5	4	3	3	5	1	2	3	3	4	3	5	5	4	3	5	3	6	1	6	1	4	3	2	3	5	4	4	4	4	2	3	3	4	4	2	1	5	4	3	4	5	5	2	5	1	5	1	1	5	2	2	2	1	1	5	4	2	4	2	1	3	6	4	4	3	3	50	50	6	1	2	2	2	2	4	2	4	5	5	5.0	1	1
U2076	1	57	3	0	0	0	0	7	7	7	7	7	7	7	7	7	1	7	1	7	7	7	5	7	4	7	1	7	1	7	1	1	7	1	7	1	7	1	1	1	7	1	1	1	7	7	7	7	7	7	7	7	7	1	1	7	7	1	7	7	2	1	1	1	1	1	1	2	5	7	4	5	5	3	47	100	11	7	7	7	7	1	7	7	7	7	7	0.0	1	4
U2077	0	56	5	0	0	4	3	3	5	4	4	3	3	3	4	3	3	6	3	4	6	5	3	5	6	3	5	4	4	4	3	5	3	4	4	4	5	5	3	4	2	3	2	2	4	3	3	2	3	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	7	7	7	4	4	4	20	21	6	2	3	4	2	3	2	2	3	3	4	0.0	2	2
U2080	1	61	2	0	0	0	5	1	1	1	1	1	1	1	1	1	5	7	7	1	1	1	1	1	1	1	7	7	7	3	6	7	1	6	1	4	4	1	7	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	35	50	9	1	1	1	1	1	1	1	1	4	4	0.0	1	1
U2081	1	43	4	0	0	0	4	5	7	7	7	7	7	7	7	4	1	7	1	7	6	7	1	7	1	7	1	7	1	7	1	1	7	1	7	1	7	1	1	1	1	1	1	1	1	7	7	7	7	7	7	4	6	6	4	4	4	2	7	7	6	7	4	4	1	2	4	5	7	7	7	7	7	7	0	0	6	4	5	6	4	5	7	6	7	7	7	200.0	2	3
U2082	0	40	6	0	0	0	5	7	5	7	5	4	7	7	7	3	1	7	2	7	5	4	2	6	5	4	5	1	4	4	3	4	4	3	5	3	4	1	2	1	6	1	1	7	7	7	5	5	7	1	4	7	7	4	7	7	4	6	6	7	5	1	1	4	1	1	1	1	6	5	5	4	6	5	16	31	5	7	7	7	7	7	7	7	7	6	6	100.0	1	1
U2087	1	43	3	0	0	2	0	6	7	7	7	6	6	5	7	7	4	7	3	5	1	6	1	5	4	2	7	2	5	7	2	5	6	3	6	2	3	1	3	3	6	2	2	1	6	5	2	2	5	2	2	4	4	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	4	4	3	3	4	4	0	100	4	4	3	5	3	2	3	2	5	6	2	0.0	6	6
U2088	1	43	4	0	0	0	3	6	7	6	6	5	5	5	6	4	2	7	2	5	5	6	1	6	3	3	4	5	3	6	2	3	5	2	6	2	4	1	2	1	2	1	2	1	4	5	4	3	4	4	4	2	5	2	2	1	1	1	2	2	2	1	1	2	2	1	2	2	6	6	6	5	6	4	10	89	2	2	3	3	1	2	4	4	3	6	4	200.0	4	3
U2091	0	32	4	0	0	0	4	3	4	6	4	5	6	4	5	5	4	5	4	7	6	5	3	5	5	6	5	6	4	6	4	5	5	5	5	4	2	5	3	5	2	3	5	3	5	4	2	4	2	3	4	5	7	4	7	6	6	3	3	3	5	6	5	4	6	4	5	4	5	4	4	6	7	7	50	50	6	4	4	6	6	3	4	5	5	6	5	0.0	5	5
U2093	0	33	1	0	0	3	0	7	7	7	1	7	7	7	7	7	7	7	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	7	1	1	2	1	7	7	7	1	1	1	1	7	1	7	7	1	1	7	1	7	7	7	1	7	7	7	7	6	7	7	7	71	83	6	7	7	7	1	7	7	7	7	7	7	20.0	1	1
U2094	0	33	3	0	0	0	3	7	2	5	6	3	5	7	5	4	1	6	3	7	7	6	7	5	3	5	3	4	4	5	4	4	6	5	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	4	7	1	1	7	7	2	5	5	4	5	4	5	4	5	5	4	4	4	4	4	50	50	1	2	7	7	1	1	1	1	5	5	5	0.0	5	5
U2096	0	28	1	0	0	0	2	7	7	7	6	7	4	7	6	6	7	2	7	7	7	5	7	4	1	4	1	7	4	7	4	1	4	1	4	1	4	1	3	1	1	1	1	4	1	7	4	4	5	3	4	1	7	7	7	7	7	3	7	1	4	4	1	4	1	1	1	4	7	7	6	7	7	7	50	50	6	4	4	5	2	4	2	2	5	6	4	5.0	1	1
U2098	0	25	2	0	0	0	1	5	3	4	3	5	6	4	4	4	3	5	2	5	4	5	2	4	4	2	4	3	3	1	5	3	4	5	3	3	4	3	4	6	3	4	4	6	4	7	5	6	5	3	5	1	4	4	6	1	2	2	4	2	4	4	5	5	4	4	4	6	2	4	5	5	2	4	26	70	6	2	3	4	3	2	2	4	3	4	5	1.0	3	4
U2099	0	37	1	0	0	0	0	6	6	7	5	7	7	7	7	7	7	7	7	7	5	7	7	7	7	4	5	5	5	3	4	5	5	7	4	6	5	5	5	5	5	6	4	6	5	4	5	5	4	6	5	7	6	6	6	6	5	6	6	7	6	5	6	6	6	5	6	6	6	6	7	6	5	7	81	50	8	6	6	7	6	7	7	7	4	3	1	0.0	1	2
U2100	2	26	1	0	0	0	3	3	6	5	6	2	3	6	6	3	4	4	4	6	6	4	3	5	3	6	1	7	1	7	1	1	7	1	6	1	7	1	1	1	3	1	1	1	1	6	1	5	6	1	1	5	6	1	4	6	1	1	5	6	6	5	3	6	5	6	1	6	1	1	1	1	1	1	0	0	1	6	5	6	6	3	6	6	5	6	6	50.0	7	5
U2101	0	36	1	0	0	0	5	3	3	3	3	2	3	4	2	4	4	3	3	4	3	4	3	4	3	4	5	4	6	6	5	3	5	5	5	4	5	2	3	2	3	2	1	1	5	2	2	2	2	3	5	4	5	4	4	3	4	5	4	4	3	4	4	4	3	3	4	3	4	4	4	3	3	4	50	50	6	4	3	3	3	4	3	4	4	4	3	0.0	4	3
U2102	1	29	3	0	0	0	4	6	7	5	5	7	7	5	7	6	1	5	5	7	4	6	1	5	1	4	4	4	7	4	3	3	3	6	2	6	3	1	1	1	1	1	3	1	4	7	4	1	4	1	1	2	3	4	6	1	2	1	2	1	6	7	1	6	1	1	4	1	5	5	2	4	7	7	100	0	7	1	2	2	2	2	1	2	1	7	7	0.0	1	1
U2105	0	36	0	0	0	0	0	4	7	7	7	3	4	7	4	7	4	5	5	7	7	4	3	5	1	2	6	4	6	4	2	4	4	4	3	2	6	4	4	5	5	4	4	3	4	4	4	4	4	4	4	1	2	3	3	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	50	50	6	1	7	1	1	1	1	1	1	5	4	0.0	4	4
U2106	0	35	5	0	0	0	5	7	7	7	7	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	50	100	11	7	7	7	7	7	7	7	7	7	7	1000.0	7	7
U2110	0	34	1	0	0	0	4	4	4	4	5	4	4	7	4	5	5	5	4	5	3	4	5	5	5	7	5	7	5	4	6	4	4	4	5	6	4	3	5	2	2	1	4	3	2	4	5	4	5	5	2	3	4	4	5	5	3	4	4	4	7	2	4	7	4	2	7	4	6	6	2	4	3	6	100	0	3	3	4	3	4	4	3	5	6	3	5	0.0	3	5
U2111	0	53	1	0	0	0	3	5	6	7	4	4	4	5	5	6	3	3	4	6	5	4	3	2	2	2	6	2	6	4	4	4	2	3	6	4	4	2	2	1	5	3	2	2	2	4	2	2	6	2	2	2	2	5	5	1	1	1	1	1	4	2	2	2	2	2	2	1	6	6	7	5	6	7	100	2	5	4	5	5	3	4	5	5	3	6	4	0.0	2	4
U2112	0	54	1	0	1	3	4	4	7	7	1	7	6	7	1	7	1	7	1	7	7	7	1	7	7	3	7	4	7	7	7	1	2	3	1	1	7	3	7	3	2	2	2	2	2	7	2	3	7	2	1	7	7	7	7	7	1	3	6	3	1	1	7	7	1	1	1	1	1	7	4	3	7	7	50	100	11	4	4	7	3	2	7	3	7	7	2	50.0	2	2
U2115	0	32	1	0	0	0	1	5	4	5	6	5	4	6	6	6	6	7	1	7	6	6	1	6	1	1	7	2	5	2	4	7	2	4	2	4	3	6	1	2	1	7	1	2	1	1	1	7	3	1	1	1	1	4	3	3	2	1	3	1	4	3	2	3	1	3	3	1	2	3	1	2	2	2	100	0	11	3	3	4	4	4	3	2	1	1	1	0.0	1	1
U2116	0	26	1	0	0	0	1	5	5	1	2	5	2	2	7	5	4	4	6	5	2	3	1	2	5	7	5	5	2	6	4	3	3	4	1	2	7	7	5	4	6	5	3	2	6	6	6	2	6	2	6	5	5	5	1	1	6	7	2	5	5	4	3	7	5	2	3	5	7	1	4	3	4	2	39	100	6	5	4	5	3	7	5	7	7	4	4	0.0	3	6
U2117	0	29	1	0	0	0	0	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	7	7	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	1	7	3	4	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	100	100	5	7	7	7	7	7	7	7	7	7	7	0.0	7	7
U2119	0	34	1	0	0	0	2	6	5	4	5	5	5	5	3	6	3	3	7	4	3	4	4	2	3	2	6	4	4	4	5	3	4	5	4	7	3	7	6	2	6	3	1	7	5	4	6	7	5	1	3	3	3	6	7	5	3	4	6	7	7	3	2	1	7	5	4	6	4	4	6	5	4	3	20	99	7	5	5	4	7	6	6	3	4	6	6	78.0	4	5
U2121	0	53	1	0	0	0	1	4	5	5	5	5	5	5	3	5	4	5	7	6	6	6	3	5	3	2	5	3	6	4	3	5	3	4	4	2	4	5	3	3	5	2	3	1	3	4	3	3	2	1	3	4	4	1	3	2	1	1	1	3	1	1	1	1	1	1	1	1	4	4	4	4	4	4	47	63	6	4	4	3	5	1	6	4	2	4	2	0.0	1	1
U2123	0	50	1	0	0	0	0	5	5	5	5	5	5	5	5	6	4	4	4	3	5	4	2	6	5	2	3	3	3	3	2	3	3	3	3	3	3	1	1	3	1	1	1	1	1	1	1	1	1	1	1	6	5	5	5	5	5	4	5	4	4	4	5	3	5	5	4	4	4	3	3	3	3	3	39	31	6	4	4	4	2	4	3	4	3	4	4	0.0	4	4
