uid	Gender	Age	Qualification	Nationality	BornIn	ParentsBornIn	Income	EMP1	EMP2	EMP3	EMP4	EMP5	EMP6	EMP7	EMP8	BIG1	BIG2	BIG3	BIG4	BIG5	IPO1	IPO2	IPO3	IPO4	IPO5	IPO6	IPO7	IPO8	IPO9	IPO10	IPO11	IPO12	EMO1	EMO2	EMO3	EMO4	EMO5	EMO6	EMO7	EMO8	EMO9	EMO10	EMO11	EMO12	EMO13	EMO14	MED1	MED2	MED3	MED4	MED5	MED6	MED7	MED8	MED9	PPA1	PPA2	PPA3	PPA4	PPA5	PPA6	PPA7	PPA8	PPO1	PPO2	PPO3	PPO4	PPO5	PPO6	CDU	SPD	GRU	FDP	LIN	AFD	POL1	POL2	POL3	POL4	POL5	POL6	POL7	POL8	POL9	PRO1	PRO2	PRO3	PRO4	PRO5
U2707	1	65	1	0	0	0	0	7	7	7	6	6	6	7	7	5	4	5	7	1	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	4	4	4	5	6	1	1	1	1	1	1	1	1	4	4	0.0	1	1
U2709	0	48	1	0	0	0	2	5	5	5	5	5	4	4	6	4	4	6	4	2	1	7	1	7	1	7	7	1	7	1	7	1	7	6	7	1	7	4	1	1	1	1	1	1	1	1	7	7	5	7	1	1	4	4	4	6	7	6	6	4	4	4	1	3	6	2	7	7	7	0	0	0	0	5	100	11	7	7	7	7	6	7	7	7	1	1	0.0	6	5
U2711	1	62	2	0	0	0	3	2	3	3	3	2	3	2	3	6	6	2	6	2	3	4	3	4	5	4	4	4	3	4	3	4	2	2	2	4	2	4	2	4	4	4	4	4	3	4	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	62	62	72	53	42	0	6	3	4	4	2	1	1	1	2	5	4	50.0	4	1
U2712	0	57	3	0	0	0	3	6	7	5	4	6	5	4	4	2	6	2	6	2	4	2	6	1	5	3	3	5	3	6	2	6	1	1	1	3	1	1	1	5	6	4	3	5	2	2	7	7	1	5	5	4	1	2	1	3	7	1	3	2	5	1	4	5	4	5	5	3	3	45	82	61	48	53	0	6	6	7	6	6	5	7	7	7	7	5	20.0	7	4
U2713	1	68	2	0	0	0	6	5	7	6	4	4	4	5	7	2	6	1	6	2	1	7	1	7	3	5	7	1	3	1	3	2	1	1	1	1	1	1	1	3	3	1	1	1	1	1	4	7	6	7	1	5	2	2	3	1	1	1	1	1	1	1	1	7	7	6	7	7	7	71	53	0	55	55	0	6	5	6	6	3	3	3	3	3	5	1	0.0	3	2
U2714	1	59	2	0	0	0	3	6	5	7	4	7	5	4	5	2	5	2	7	4	2	5	4	4	4	5	4	4	4	4	3	4	1	1	1	1	1	1	1	4	6	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	4	4	0	0	0	0	0	0	6	1	1	1	1	1	1	1	1	5	3	10.0	7	7
U2715	1	49	3	0	1	3	2	4	6	5	3	5	3	4	6	2	5	5	4	2	1	7	3	7	4	4	6	2	6	2	5	3	4	6	1	3	1	1	1	3	3	1	1	1	1	1	6	2	2	2	3	2	2	2	3	1	4	1	2	1	1	1	1	6	6	6	6	6	7	15	5	0	3	0	50	7	6	7	7	5	4	6	6	6	2	1	0.0	7	6
U2717	0	26	2	0	0	0	5	3	4	2	2	3	4	3	3	5	6	2	4	2	5	5	4	4	5	2	4	6	3	5	4	6	2	2	3	2	2	1	1	3	5	3	4	4	5	2	6	5	1	3	1	1	1	3	1	2	1	3	4	1	4	2	3	2	3	4	5	5	6	18	31	67	42	14	0	7	7	6	6	5	6	3	2	3	6	3	20.0	5	2
U2719	0	65	4	0	0	2	5	4	6	6	4	5	4	5	5	3	6	2	6	2	4	2	6	6	6	2	4	6	1	5	1	6	1	1	1	4	1	1	1	6	7	5	4	2	2	4	7	7	2	1	1	1	1	1	1	2	2	2	1	2	1	1	5	4	2	3	5	3	3	69	68	100	69	3	1	8	6	7	7	7	5	5	5	6	7	4	200.0	3	3
U239	0	55	3	0	0	0	4	5	6	6	6	6	5	6	6	6	7	3	7	1	5	1	5	1	4	1	2	6	1	6	1	7	1	1	1	5	1	1	1	6	6	6	5	6	4	4	1	7	7	1	7	1	1	1	1	1	1	1	2	2	1	2	2	4	5	6	6	5	5	67	71	83	40	4	1	5	7	7	7	7	5	5	5	5	5	3	50.0	2	2
U2721	1	65	2	0	0	0	3	4	6	5	5	5	4	4	6	3	6	2	6	2	4	4	4	2	3	2	4	3	2	3	4	3	1	3	1	4	1	1	1	6	5	1	2	3	1	1	7	5	4	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	3	5	5	5	44	89	66	12	32	0	5	4	4	5	3	2	3	4	4	6	2	20.0	1	2
U2726	0	58	1	0	0	0	1	5	7	5	7	7	4	5	7	5	7	2	4	1	1	7	7	1	3	6	6	3	5	3	4	4	1	1	1	1	1	1	1	6	6	1	1	1	1	1	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	5	7	7	22	84	57	33	68	0	6	2	4	4	2	1	2	2	5	7	2	0.0	1	3
U2727	0	54	3	0	0	1	1	6	6	4	5	4	4	5	6	6	4	3	5	2	6	2	7	2	5	2	1	5	1	6	1	6	1	2	1	2	1	1	1	4	6	2	5	4	2	1	3	6	7	1	4	1	1	4	2	1	6	2	5	5	6	4	5	5	5	5	6	5	6	42	59	50	0	78	0	2	6	5	6	6	6	5	5	5	7	6	20.0	7	7
U2728	1	69	3	0	0	0	1	4	7	6	5	4	4	5	7	4	4	4	4	4	4	5	4	4	3	5	5	4	4	4	4	4	3	3	2	3	3	3	2	2	5	2	3	3	3	2	7	7	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	5	44	55	50	50	0	0	6	4	5	5	4	4	4	4	4	4	4	0.0	1	7
U2729	1	22	3	0	0	0	0	5	7	5	4	6	6	4	4	2	6	1	7	2	3	4	4	1	5	3	2	3	3	1	2	6	1	1	1	3	1	1	1	5	6	4	3	1	1	3	5	2	4	4	1	1	1	1	2	1	3	1	3	1	1	2	2	4	4	4	6	4	6	64	71	69	65	61	22	3	2	3	3	3	3	2	2	2	6	5	10.0	5	2
U2730	1	69	1	0	0	0	1	4	6	5	1	6	2	4	5	7	2	3	4	3	2	5	3	5	2	4	3	1	3	3	3	6	1	2	1	1	1	1	1	5	5	4	2	1	1	4	2	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	4	7	6	5	6	5	0	0	0	0	0	0	6	2	6	6	5	1	1	1	1	6	1	0.0	1	4
U2731	1	34	3	0	1	3	2	5	7	5	6	4	4	4	5	7	3	6	4	3	1	7	1	7	1	7	7	1	7	1	7	1	4	7	4	4	4	4	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	3	4	5	7	7	48	1	0	0	0	49	6	1	1	2	1	1	2	1	2	5	1	0.0	1	5
U2732	1	29	2	2	1	3	1	6	6	7	4	6	5	4	4	4	5	2	6	2	3	4	4	5	4	2	5	4	2	4	2	3	4	5	4	6	4	6	4	6	5	4	4	5	4	5	2	4	1	5	1	1	1	2	2	2	5	1	2	3	2	4	2	4	4	4	5	5	5	39	66	44	39	67	39	3	2	2	2	2	2	3	4	5	5	3	10.0	4	5
U2733	0	40	3	0	0	0	2	4	6	4	4	4	4	4	4	6	4	4	4	4	4	2	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	3	1	5	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	32	30	68	29	63	3	8	4	6	4	3	4	4	4	4	4	4	20.0	4	4
U241	0	29	1	0	0	2	1	6	7	7	6	4	3	5	6	3	2	3	3	1	4	5	4	4	5	3	6	7	4	5	4	3	4	5	3	4	3	2	2	6	5	6	5	5	5	3	4	5	3	1	1	1	1	2	3	4	5	3	2	4	1	2	4	7	4	6	7	7	7	35	57	80	39	33	5	5	3	4	5	4	3	4	3	5	6	6	100.0	1	3
U2734	0	58	2	0	0	0	5	7	7	7	6	6	5	6	7	1	6	1	6	2	5	4	7	4	6	2	4	6	2	6	3	6	1	1	1	5	1	1	1	6	7	6	5	6	4	4	5	6	6	2	1	1	2	3	3	7	5	3	3	4	4	4	5	4	5	5	6	5	6	52	55	85	29	85	0	5	7	7	7	6	6	5	5	5	7	7	100.0	2	2
U2737	1	64	2	0	0	0	3	6	6	7	4	7	5	4	6	1	7	1	7	1	3	5	4	5	4	2	5	1	2	3	4	6	1	1	1	1	1	1	1	4	7	2	1	1	1	1	4	4	1	1	1	1	1	1	1	2	4	1	4	2	2	3	1	6	4	4	6	7	6	69	69	69	69	63	18	6	4	5	5	3	1	4	4	5	7	7	50.0	1	1
U2738	1	40	2	0	0	0	1	6	7	6	4	5	4	6	6	6	3	5	4	1	2	6	3	3	3	4	4	1	3	4	5	3	3	4	1	3	1	1	1	5	5	2	2	2	2	1	6	5	7	4	1	3	1	1	1	2	5	1	2	1	1	1	2	7	6	7	6	6	7	18	17	19	18	19	0	5	2	5	5	2	1	2	2	2	6	3	0.0	2	3
U2739	0	42	1	1	0	2	6	4	5	5	3	4	4	4	4	2	6	2	6	2	3	4	3	5	4	4	4	4	4	4	4	5	1	2	1	1	1	1	1	2	2	1	1	1	1	1	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	4	4	4	3	4	49	51	50	50	50	51	6	3	3	3	3	2	2	2	3	3	1	0.0	4	4
U2741	1	63	3	0	0	0	1	4	5	3	3	3	2	2	4	5	4	2	7	1	6	1	7	1	5	3	2	5	1	5	1	7	1	1	1	2	1	1	1	6	5	1	1	3	1	1	2	2	1	3	1	1	1	1	1	3	4	1	1	1	1	1	1	2	2	3	3	3	3	0	3	3	0	73	0	3	6	6	6	4	4	1	1	1	7	1	0.0	1	1
U2744	0	46	2	0	0	0	4	4	3	3	2	4	3	2	3	5	5	5	4	3	2	7	4	5	3	4	7	2	7	6	6	3	4	5	3	3	4	2	3	6	4	2	4	5	4	2	4	5	5	3	1	1	5	5	1	4	5	4	4	4	5	5	5	6	7	6	7	7	7	82	32	1	1	0	69	8	4	4	4	4	4	5	4	5	4	3	0.0	2	2
U2745	0	32	3	0	0	0	4	3	4	4	3	3	4	4	2	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	7	1	6	1	4	3	3	4	4	4	3	3	3	3	3	3	3	3	100	0	0	0	0	0	6	3	3	3	3	3	3	3	3	3	4	5.0	1	1
U2750	0	41	2	0	0	3	0	5	5	4	4	4	6	4	5	6	6	7	4	2	1	7	1	7	2	5	7	1	7	1	6	2	6	6	3	3	1	4	5	3	3	1	1	2	1	2	3	2	3	4	1	1	4	4	1	4	7	6	5	4	6	3	4	3	6	7	7	7	7	76	7	0	56	35	98	11	6	5	4	4	4	6	6	5	4	1	0.0	1	1
U2754	1	47	2	0	0	0	6	5	7	7	3	5	4	4	7	4	7	1	6	2	4	3	6	4	4	1	5	5	2	4	1	1	1	1	1	1	1	1	1	7	7	1	4	6	1	4	7	7	7	5	4	3	4	3	5	5	7	1	1	1	4	4	4	4	5	4	4	6	5	41	59	94	0	0	0	6	7	7	7	6	4	7	7	7	7	7	0.0	3	1
U2755	0	59	2	0	0	1	1	5	7	6	4	4	7	7	6	2	7	1	4	2	1	7	1	7	4	1	5	2	6	2	2	6	1	2	2	1	1	1	1	2	4	2	3	2	1	1	5	7	6	3	1	1	4	1	1	6	4	6	1	2	1	1	2	1	4	6	5	5	4	80	57	61	87	56	92	8	5	7	7	5	4	6	6	6	5	6	20.0	2	3
U2756	0	66	4	0	0	0	1	5	4	4	5	3	4	2	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	2	2	2	4	5	4	2	3	2	2	1	5	5	1	1	1	1	1	1	2	2	2	2	1	2	2	2	6	6	6	6	6	6	50	50	50	49	50	0	6	3	3	3	3	2	3	3	3	2	2	0.0	2	1
U2762	0	44	3	0	0	0	2	6	5	4	4	5	4	4	4	6	6	2	4	2	1	7	2	4	2	4	7	1	5	4	6	4	4	6	4	4	4	4	4	4	4	4	1	4	1	4	4	7	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	6	5	5	5	6	7	13	27	0	57	44	0	5	2	5	4	4	1	1	1	2	5	2	0.0	5	4
U2764	1	65	2	0	0	0	1	6	7	7	6	5	6	6	6	2	6	2	6	2	2	6	5	5	4	1	4	5	1	5	4	6	1	5	1	6	1	1	1	7	7	6	1	6	4	6	1	5	3	1	1	1	4	1	1	1	2	1	1	5	1	1	5	4	5	4	6	6	3	93	85	69	70	28	3	6	5	6	6	5	1	6	5	6	7	4	50.0	1	5
U243	1	22	3	0	0	0	0	6	4	4	3	2	4	4	4	4	2	3	4	4	1	5	1	3	4	3	4	2	3	2	2	4	1	3	1	5	1	2	1	7	7	3	4	4	1	1	5	3	3	4	2	2	2	7	2	4	7	7	7	1	4	1	3	2	7	1	7	7	7	0	0	0	0	0	0	8	7	7	6	7	5	4	4	5	3	2	0.0	7	6
U2766	1	50	2	0	0	0	6	5	7	5	3	5	3	6	6	4	1	4	4	1	1	7	1	7	1	6	7	1	7	1	7	7	1	4	1	1	1	1	1	3	3	1	1	1	1	1	1	7	7	4	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	5	7	6	7	74	27	0	33	15	61	6	2	6	3	2	1	2	4	3	1	1	0.0	1	1
U2770	1	65	2	0	0	0	6	6	6	5	4	5	4	4	7	2	1	2	2	1	1	7	3	7	2	6	6	1	5	1	5	5	3	2	3	2	3	1	2	1	2	1	1	1	1	1	1	1	1	7	5	5	6	6	6	3	1	2	4	1	5	4	1	5	5	4	5	4	5	9	0	0	0	4	100	11	7	7	7	7	6	7	7	7	1	1	0.0	1	1
U2772	1	36	4	0	2	4	2	6	6	5	5	7	4	5	5	5	4	4	4	2	2	6	4	5	4	4	4	4	5	4	5	3	5	6	5	6	5	3	4	6	6	3	4	5	4	4	2	7	4	7	2	2	4	4	2	7	7	5	7	6	5	1	5	4	4	4	6	4	5	61	79	39	44	29	47	6	4	5	4	2	3	4	4	4	6	2	5.0	2	3
U2774	0	64	1	0	0	0	2	5	7	5	6	4	5	7	7	1	6	2	6	2	5	2	7	1	5	1	2	5	1	6	1	7	1	1	1	5	1	1	1	6	6	5	3	4	4	4	2	4	4	5	1	1	1	1	4	7	6	1	7	1	4	7	7	4	4	4	5	6	3	17	22	22	6	100	0	1	6	6	5	6	7	7	5	5	4	7	0.0	1	7
U2775	1	45	1	0	0	0	4	5	4	6	5	4	5	4	5	4	6	4	6	2	4	2	5	2	5	4	1	5	1	5	1	1	1	1	1	5	1	1	1	6	6	5	6	6	6	5	3	5	5	3	1	1	1	1	1	5	6	3	5	2	2	5	3	4	3	4	4	4	4	81	76	82	78	43	9	6	3	3	3	3	3	3	3	3	7	6	35.0	4	3
U2776	1	55	2	0	0	0	6	4	3	4	3	4	3	3	4	5	5	4	3	4	1	5	5	1	5	5	1	1	1	5	5	5	1	1	1	3	1	1	1	4	5	3	3	4	3	3	2	4	4	3	1	2	4	4	4	5	5	5	5	4	5	5	5	2	3	2	4	3	3	35	39	39	31	39	0	4	4	4	4	2	2	3	4	3	6	5	50.0	5	3
U2777	1	33	2	0	0	0	1	7	6	6	6	4	5	6	6	2	1	3	6	1	3	6	3	5	4	4	5	3	4	3	5	5	4	4	4	4	1	1	1	5	5	3	2	3	2	3	6	6	7	5	1	1	1	1	1	1	5	1	1	1	1	4	3	3	4	4	4	5	4	84	94	79	88	46	0	6	3	4	4	3	2	2	2	2	4	3	10.0	1	1
U2778	0	58	2	0	0	0	1	5	7	7	5	7	1	5	5	7	2	7	4	2	2	7	2	7	4	5	7	1	6	6	2	6	7	7	5	7	4	7	1	1	1	1	1	1	1	1	1	7	4	1	1	1	1	4	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	100	35	21	0	78	0	1	6	7	7	5	5	5	5	5	7	1	0.0	1	1
U245	1	68	2	0	0	1	2	3	7	7	6	5	4	7	5	4	4	4	6	2	1	7	1	5	3	4	7	1	7	1	4	1	3	5	3	3	1	1	1	3	5	3	3	3	3	3	7	7	4	7	1	1	1	5	1	5	4	7	4	1	7	1	1	6	3	6	7	7	7	24	6	0	24	24	99	6	4	7	7	5	4	7	7	7	1	1	0.0	1	4
U2779	0	63	1	0	0	0	2	6	7	6	4	5	6	4	6	3	3	2	5	1	1	7	1	7	3	7	7	1	7	1	7	2	7	6	7	1	4	1	1	1	2	1	2	4	1	1	1	1	1	1	1	1	7	7	7	1	2	1	1	1	1	1	1	5	7	7	6	5	5	0	0	0	0	19	100	9	7	7	6	6	5	5	5	6	1	1	0.0	1	1
U2781	0	62	2	0	0	0	2	6	5	6	5	6	6	5	6	2	7	1	7	2	5	3	6	3	4	3	2	4	5	4	4	4	1	4	2	4	2	1	1	5	5	3	4	4	3	3	2	7	5	1	1	1	2	2	1	5	6	4	3	4	5	4	4	5	5	5	6	5	6	12	67	78	52	91	0	4	6	6	6	5	5	5	5	5	6	4	50.0	7	6
U2782	1	59	2	0	0	0	1	4	7	3	3	2	3	2	6	7	4	4	6	2	1	7	2	7	3	4	6	3	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	3	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	5	4	6	11	8	0	13	41	42	6	1	4	3	1	1	1	1	1	5	2	0.0	1	1
U2785	1	58	2	0	0	0	1	7	7	4	6	7	1	7	7	1	6	1	1	4	7	1	7	1	6	2	2	7	1	7	1	6	1	1	1	7	1	1	1	7	7	7	7	4	7	3	4	7	1	1	4	7	7	4	7	7	7	7	7	7	7	7	7	5	7	6	7	7	7	0	0	76	0	100	0	1	7	7	7	7	7	7	6	7	7	7	10.0	6	6
U2786	1	72	3	0	1	3	1	7	7	7	6	7	5	7	7	4	6	2	6	2	3	5	3	6	4	5	3	3	4	4	4	4	2	3	1	5	1	1	1	5	5	2	2	5	1	2	6	6	3	1	1	1	1	1	1	1	1	1	2	3	1	4	1	6	6	5	3	6	4	21	64	55	55	32	5	6	7	7	7	7	5	6	6	6	7	4	10.0	1	1
U2789	1	28	1	0	0	0	2	6	4	5	1	1	1	1	1	4	7	4	5	1	3	1	4	1	4	1	1	4	1	4	4	4	1	1	1	1	1	1	1	1	7	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	3	4	2	3	0	50	50	31	22	0	4	4	4	1	1	4	1	1	1	7	1	0.0	3	3
U2791	1	55	3	0	0	0	2	4	4	3	4	3	3	3	4	5	2	5	6	2	2	6	3	6	3	5	5	3	6	4	5	3	2	3	1	1	2	1	1	3	4	2	1	3	1	2	2	3	2	1	1	1	1	1	1	1	5	3	1	1	1	1	1	6	5	4	5	5	5	39	29	0	34	12	48	7	2	3	3	1	1	1	1	2	1	1	0.0	5	1
U2794	0	73	2	0	0	0	2	4	1	7	3	7	2	3	7	1	7	1	7	1	4	4	2	6	3	4	6	2	5	3	4	6	1	5	1	6	1	1	1	6	6	5	4	4	5	6	7	7	7	4	1	2	1	2	2	7	6	1	2	1	1	3	5	4	7	6	6	6	6	0	100	27	27	0	0	3	7	7	7	7	5	7	5	7	7	7	20.0	1	3
U246	0	48	3	0	0	0	1	4	7	7	3	5	4	3	6	2	4	2	7	4	3	4	2	3	4	3	3	3	1	5	1	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	7	4	4	58	58	58	19	19	0	6	1	1	3	1	1	1	1	1	5	2	0.0	3	1
U2796	1	57	3	0	0	0	3	6	7	6	5	6	5	5	6	3	3	3	4	2	4	4	4	6	5	3	3	5	3	5	3	4	3	3	1	4	1	2	1	4	4	3	3	4	2	2	5	7	6	4	1	1	2	2	2	3	2	3	3	2	2	3	3	4	5	5	6	6	5	58	68	61	64	0	0	7	6	7	7	5	5	5	5	6	6	4	50.0	4	4
U2798	0	62	1	0	0	0	2	7	7	7	7	7	7	7	7	1	7	1	7	1	4	7	7	7	7	4	7	4	4	7	4	7	1	1	1	1	1	1	1	7	6	3	7	3	3	1	4	7	2	5	1	4	7	7	4	3	1	1	4	4	1	1	1	7	4	4	7	7	7	100	60	68	54	0	0	6	7	7	7	7	7	7	7	7	7	7	100.0	7	7
U2800	0	67	2	0	0	0	6	6	6	6	5	5	3	5	7	7	7	1	6	2	4	2	4	2	6	2	2	7	1	7	1	7	1	1	1	2	1	1	1	1	6	1	6	7	1	1	7	7	7	1	1	1	1	2	1	1	7	4	1	5	1	1	1	1	3	1	4	4	4	88	88	82	76	0	0	4	6	6	6	5	4	5	5	5	7	2	50.0	1	3
U2804	0	38	3	0	0	0	1	6	5	5	4	5	5	4	5	1	1	5	6	3	4	4	6	2	5	3	3	5	2	5	4	6	3	2	1	4	2	2	1	5	6	5	5	5	3	4	6	6	2	2	2	2	2	2	1	1	1	1	6	1	1	1	1	6	6	5	6	6	4	75	31	12	100	10	0	6	2	2	3	2	2	5	2	4	5	3	100.0	5	4
U2805	0	43	3	0	0	0	2	5	4	5	3	4	3	3	3	6	7	3	6	2	1	7	1	7	1	3	7	1	6	1	7	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	3	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	4	4	4	6	4	4	61	36	0	68	0	51	9	1	1	1	1	1	1	1	1	1	1	0.0	3	3
U2808	0	31	3	0	0	0	6	6	5	5	4	4	5	5	5	4	2	3	6	5	4	4	5	2	3	3	4	3	3	5	2	6	3	1	1	5	1	1	1	3	6	2	4	4	3	3	6	4	4	2	1	1	1	1	1	1	4	1	1	1	1	1	2	5	5	4	6	6	5	76	73	71	60	54	26	7	6	7	6	5	4	6	6	6	5	6	100.0	5	5
U2809	0	39	2	0	0	0	4	5	2	4	1	1	5	1	1	3	3	2	6	1	1	7	1	7	2	6	7	1	7	1	6	1	7	6	7	1	7	1	1	1	1	1	1	1	1	1	6	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	6	7	2	6	7	76	12	0	0	0	100	7	6	5	5	5	5	5	4	5	1	1	0.0	1	1
U2810	1	18	3	1	0	3	0	5	7	6	7	5	5	6	7	5	3	4	4	2	4	4	6	2	4	4	3	4	3	6	3	5	1	2	1	1	1	1	1	3	6	6	4	5	4	2	5	5	2	1	5	1	1	4	1	2	6	2	6	4	4	2	4	5	4	5	4	6	6	7	53	48	47	77	0	3	4	5	5	4	3	3	3	4	7	6	100.0	6	7
U2813	0	68	1	0	0	0	1	4	7	4	4	4	5	4	6	7	2	4	2	1	2	3	4	6	6	6	7	4	5	3	5	3	2	4	2	1	2	2	1	2	4	4	4	4	2	2	7	7	2	7	1	1	3	2	1	1	1	1	1	1	1	1	1	6	6	6	7	7	6	0	50	0	0	0	0	6	5	6	5	4	4	2	2	3	4	2	0.0	2	3
U2814	1	49	2	0	0	0	1	5	4	4	2	4	4	3	4	6	4	4	5	5	1	7	1	7	4	4	7	1	7	1	4	4	5	7	4	3	4	3	4	3	4	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	4	4	7	7	7	7	38	38	0	0	0	48	7	4	7	5	4	1	2	2	2	1	1	0.0	1	1
U2818	0	44	2	0	0	0	0	4	5	4	4	4	2	5	5	7	1	3	4	4	6	1	5	1	5	4	1	5	1	5	1	1	1	2	1	5	1	2	1	3	2	2	1	2	4	2	5	2	2	1	1	1	1	2	2	1	4	2	1	1	1	1	1	5	5	5	5	5	5	0	34	58	0	5	0	4	4	3	4	2	2	3	3	3	2	2	0.0	2	2
U2819	0	27	2	1	1	3	2	6	7	6	5	4	3	6	5	6	4	2	5	2	2	6	3	4	4	4	5	4	4	3	3	3	2	2	1	2	3	1	1	3	4	2	3	2	1	2	1	6	6	1	4	3	1	4	5	4	2	5	2	1	3	2	1	5	7	5	7	5	6	60	0	0	14	50	81	6	6	6	6	6	5	2	3	4	1	1	0.0	3	1
U2820	1	63	2	0	0	0	1	4	7	6	5	4	4	5	6	2	4	2	5	4	4	4	4	5	3	2	4	1	2	4	1	4	1	2	1	3	1	1	1	3	4	2	2	2	1	1	7	6	4	4	1	1	2	1	1	5	5	6	3	4	1	3	4	4	5	5	6	6	5	69	22	56	63	15	0	7	6	5	6	5	5	4	3	4	5	5	50.0	4	6
U2821	0	53	2	0	0	0	1	5	7	6	3	4	5	4	5	3	1	1	7	1	2	4	3	2	3	3	4	4	3	4	2	6	2	3	1	4	1	4	1	6	6	5	4	6	3	3	7	7	3	6	1	1	1	1	1	6	4	2	5	1	1	2	1	2	5	2	3	2	3	32	100	95	74	0	0	6	5	7	7	5	4	3	3	3	7	2	10.0	5	3
U2822	1	24	3	0	0	0	1	6	7	7	5	7	1	7	7	3	6	2	5	3	6	3	5	1	7	1	5	6	1	7	1	6	1	1	1	5	1	1	1	4	6	6	6	6	6	6	5	5	4	7	7	7	7	7	5	5	6	1	7	6	6	6	5	4	3	4	7	4	5	74	82	66	50	50	0	6	6	7	7	6	5	7	6	7	7	6	50.0	6	7
U250	1	67	3	0	0	0	1	7	7	7	3	5	3	7	7	1	4	1	7	1	4	4	5	4	4	5	4	5	4	6	4	4	1	4	1	4	1	1	1	4	7	4	4	7	2	4	7	7	7	2	1	1	2	1	3	1	1	1	1	1	1	1	4	7	7	4	7	7	7	78	11	26	2	2	2	6	7	7	7	7	5	7	5	7	7	7	100.0	1	4
U2823	0	24	3	1	0	3	0	5	7	7	7	3	1	6	6	2	2	1	7	2	3	4	3	3	4	4	4	4	4	4	4	3	3	4	4	4	4	4	5	4	5	4	4	5	4	5	6	5	1	3	3	4	3	1	6	6	6	6	5	5	6	6	6	3	3	3	4	3	3	51	68	68	64	63	82	10	4	4	5	6	4	4	4	5	5	5	150.0	3	3
U2824	0	38	3	0	0	0	4	5	6	6	5	4	4	5	6	4	6	2	6	2	6	1	6	1	6	2	2	4	1	6	2	6	1	2	1	2	1	1	1	5	6	4	4	4	5	3	7	5	5	1	1	1	1	3	3	4	5	2	1	2	2	2	1	3	3	4	3	4	3	13	72	87	39	65	1	5	7	7	7	6	7	5	5	6	4	4	10.0	2	2
U2825	1	73	3	0	0	0	3	6	7	7	5	5	5	5	6	2	7	1	6	4	4	4	4	3	5	4	3	5	3	4	4	4	1	1	1	2	1	1	1	4	4	3	4	1	1	1	7	7	4	1	1	1	1	1	4	1	1	1	1	4	1	1	1	5	5	4	5	6	5	51	50	86	26	17	0	6	7	7	7	7	4	5	5	5	7	6	0.0	1	1
U2826	1	45	3	2	1	3	5	6	7	7	7	6	5	7	6	1	7	1	7	1	5	2	6	3	4	2	2	5	1	7	5	5	1	1	1	4	1	1	1	6	6	2	4	1	1	1	7	7	4	3	1	1	1	1	1	5	6	5	4	5	5	5	5	6	4	5	5	5	5	40	91	91	0	76	0	3	6	7	7	6	5	7	7	7	5	6	100.0	5	5
U2827	1	29	3	2	1	3	6	3	4	5	4	5	4	3	4	5	4	3	4	2	5	2	4	4	4	2	4	4	2	4	3	5	2	3	1	4	2	1	1	5	6	3	3	4	2	3	2	4	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	5	5	4	5	6	6	38	54	53	21	53	9	6	2	1	2	1	1	2	2	3	5	4	50.0	5	3
